# Program:featureCounts v1.4.6-p3; Command:"featureCounts" "-t" "gene" "-g" "ID" "-s" "1" "-a" "annotation.gff" "-o" "counts.txt" "SRR10379724.bam" "SRR10379722.bam" "SRR10379725.bam" "SRR10379726.bam" "SRR10379723.bam" "SRR10379721.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR10379724.bam	SRR10379722.bam	SRR10379725.bam	SRR10379726.bam	SRR10379723.bam	SRR10379721.bam
gene-SAOUHSC_01470	CP000253.1	1425296	1425982	-	687	3226	3475	3311	256	2556	4060
gene-SAOUHSC_01471	CP000253.1	1426310	1427602	-	1293	13715	6549	12387	2990	5783	8452
gene-SAOUHSC_01472	CP000253.1	1427924	1430617	-	2694	5948	4232	5901	735	4218	6868
gene-SAOUHSC_01473	CP000253.1	1430641	1431612	-	972	2226	1131	2648	225	887	1503
gene-SAOUHSC_01474	CP000253.1	1431599	1432699	-	1101	2474	1400	2296	347	1241	2149
gene-SAOUHSC_01475	CP000253.1	1432806	1433948	-	1143	3118	1864	2647	492	1513	2839
gene-SAOUHSC_01476	CP000253.1	1434189	1434506	-	318	870	476	1007	86	324	668
gene-SAOUHSC_01477	CP000253.1	1434843	1435523	-	681	98898	45540	83222	19534	22408	47025
gene-SAOUHSC_01478	CP000253.1	1435595	1436182	-	588	2039	859	2533	186	728	928
gene-SAOUHSC_01479	CP000253.1	1436172	1436747	-	576	2572	1471	3072	320	1301	1757
gene-SAOUHSC_01480	CP000253.1	1436761	1437864	-	1104	7267	4811	8166	842	4036	5501
gene-SAOUHSC_01481	CP000253.1	1438012	1439310	-	1299	5612	2498	7329	990	1924	2903
gene-SAOUHSC_01482	CP000253.1	1439320	1440384	-	1065	2647	785	3154	427	658	860
gene-SAOUHSC_01483	CP000253.1	1440410	1441576	-	1167	3877	827	4618	809	594	906
gene-SAOUHSC_01484	CP000253.1	1441962	1442162	-	201	17	7	24	3	18	14
gene-SAOUHSC_01485	CP000253.1	1442371	1442802	-	432	6553	2863	5857	695	2064	3286
gene-SAOUHSC_01486	CP000253.1	1442912	1443856	-	945	4225	2340	4618	498	1499	2482
gene-SAOUHSC_01487	CP000253.1	1443873	1444475	-	603	3416	1573	4105	929	1002	1754
gene-SAOUHSC_01488	CP000253.1	1444601	1445173	-	573	2105	599	2545	377	416	639
gene-SAOUHSC_01489	CP000253.1	1445100	1445414	+	315	9	18	7	0	17	41
gene-SAOUHSC_01490	CP000253.1	1445604	1445876	-	273	121922	23949	110687	62696	15173	29154
gene-SAOUHSC_01491	CP000253.1	1446047	1447045	-	999	13898	5906	17187	3477	6215	8027
gene-SAOUHSC_01492	CP000253.1	1447062	1448372	-	1311	14964	5674	17648	3351	4846	7229
gene-SAOUHSC_01493	CP000253.1	1448594	1449769	-	1176	45501	21286	40425	9281	12578	25749
gene-SAOUHSC_A01436	CP000253.1	1450026	1450217	-	192	3	1	2	0	3	9
gene-SAOUHSC_01494	CP000253.1	1450171	1450308	+	138	0	1	0	0	1	0
gene-SAOUHSC_01495	CP000253.1	1450334	1450450	-	117	225	114	107	41	117	164
gene-SAOUHSC_01496	CP000253.1	1450481	1451032	-	552	3483	1822	4458	900	1615	2317
gene-SAOUHSC_01497	CP000253.1	1451217	1452185	+	969	1107	1005	1139	207	1162	1502
gene-SAOUHSC_01499	CP000253.1	1452300	1453286	-	987	3421	3475	2294	450	2315	3423
gene-SAOUHSC_01500	CP000253.1	1453447	1453563	-	117	27	8	53	6	13	9
gene-SAOUHSC_01501	CP000253.1	1453688	1455148	-	1461	49031	17198	58938	19740	10384	18304
gene-SAOUHSC_01502	CP000253.1	1455301	1456680	-	1380	4334	1831	4821	843	1348	2150
gene-SAOUHSC_01503	CP000253.1	1456670	1457623	-	954	1512	640	1504	102	639	848
gene-SAOUHSC_01504	CP000253.1	1457755	1457979	+	225	6311	17590	4821	1370	18334	22531
gene-SAOUHSC_01505	CP000253.1	1458085	1458630	-	546	6544	8520	4122	1152	6694	11278
gene-SAOUHSC_01507	CP000253.1	1458909	1459028	-	120	141	98	160	19	156	209
gene-SAOUHSC_01508	CP000253.1	1459227	1460141	-	915	907	1253	979	88	1570	2118
gene-SAOUHSC_01510	CP000253.1	1460156	1460362	-	207	87	158	131	7	191	217
gene-SAOUHSC_01511	CP000253.1	1460355	1461245	-	891	308	434	370	45	474	604
gene-SAOUHSC_01512	CP000253.1	1461363	1462280	-	918	496	653	669	75	722	832
gene-SAOUHSC_01513	CP000253.1	1462371	1462718	-	348	416	749	279	40	745	1096
gene-SAOUHSC_01514	CP000253.1	1462963	1463799	-	837	0	0	0	0	0	0
gene-SAOUHSC_A01455	CP000253.1	1464035	1464217	-	183	0	0	0	0	0	0
gene-SAOUHSC_01515	CP000253.1	1464415	1465869	-	1455	0	0	0	0	0	0
gene-SAOUHSC_01516	CP000253.1	1465880	1466182	-	303	0	0	0	0	0	0
gene-SAOUHSC_01517	CP000253.1	1466318	1466617	-	300	0	0	0	0	0	0
gene-SAOUHSC_01518	CP000253.1	1466663	1466827	-	165	0	0	0	0	0	0
gene-SAOUHSC_01519	CP000253.1	1466820	1467209	-	390	0	0	0	0	0	0
gene-SAOUHSC_01520	CP000253.1	1467209	1468675	-	1467	0	0	0	0	0	0
gene-SAOUHSC_01521	CP000253.1	1468675	1470585	-	1911	0	0	0	0	0	0
gene-SAOUHSC_01522	CP000253.1	1470601	1470891	-	291	0	0	0	0	0	0
gene-SAOUHSC_01523	CP000253.1	1470891	1472474	-	1584	0	0	0	0	0	0
gene-SAOUHSC_01524	CP000253.1	1472483	1473307	-	825	0	0	0	0	0	0
gene-SAOUHSC_01525	CP000253.1	1473307	1479507	-	6201	0	0	0	0	0	0
gene-SAOUHSC_01526	CP000253.1	1479521	1479679	-	159	0	0	0	0	0	0
gene-SAOUHSC_01527	CP000253.1	1479721	1480071	-	351	0	0	0	0	0	0
gene-SAOUHSC_01528	CP000253.1	1480129	1480584	-	456	0	0	0	0	0	0
gene-SAOUHSC_01529	CP000253.1	1480676	1481317	-	642	0	0	0	0	0	0
gene-SAOUHSC_01530	CP000253.1	1481352	1481747	-	396	0	0	0	0	0	0
gene-SAOUHSC_01531	CP000253.1	1481748	1482149	-	402	0	0	0	0	0	0
gene-SAOUHSC_01532	CP000253.1	1482146	1482478	-	333	0	0	0	0	0	0
gene-SAOUHSC_01533	CP000253.1	1482490	1482768	-	279	0	0	0	0	0	0
gene-SAOUHSC_01535	CP000253.1	1482837	1484000	-	1164	0	0	0	0	0	0
gene-SAOUHSC_01536	CP000253.1	1484012	1484785	-	774	0	0	0	0	0	0
gene-SAOUHSC_01537	CP000253.1	1484769	1486007	-	1239	0	0	0	0	0	0
gene-SAOUHSC_01538	CP000253.1	1486012	1487703	-	1692	0	0	0	0	0	0
gene-SAOUHSC_01539	CP000253.1	1487693	1487998	-	306	0	0	0	0	0	0
gene-SAOUHSC_01540	CP000253.1	1488120	1488434	-	315	0	0	0	0	0	0
gene-SAOUHSC_01541	CP000253.1	1488591	1489028	-	438	0	0	0	0	0	0
gene-SAOUHSC_01542	CP000253.1	1489041	1490408	-	1368	0	0	0	0	0	0
gene-SAOUHSC_01543	CP000253.1	1490389	1490679	-	291	0	0	0	0	0	0
gene-SAOUHSC_01544	CP000253.1	1490813	1490917	+	105	0	0	0	0	0	0
gene-SAOUHSC_01545	CP000253.1	1491020	1491310	-	291	0	0	0	0	0	0
gene-SAOUHSC_01546	CP000253.1	1491243	1491503	-	261	0	0	0	0	0	0
gene-SAOUHSC_01547	CP000253.1	1491472	1493469	-	1998	0	0	0	0	0	0
gene-SAOUHSC_01548	CP000253.1	1493521	1493721	-	201	0	0	0	0	0	0
gene-SAOUHSC_01549	CP000253.1	1493789	1493956	-	168	0	0	0	0	0	0
gene-SAOUHSC_01550	CP000253.1	1493944	1494144	-	201	0	0	0	0	0	0
gene-SAOUHSC_01551	CP000253.1	1494119	1494307	-	189	0	0	0	0	0	0
gene-SAOUHSC_01552	CP000253.1	1494344	1494886	-	543	0	0	0	0	0	0
gene-SAOUHSC_01553	CP000253.1	1494891	1495127	-	237	0	0	0	0	0	0
gene-SAOUHSC_01554	CP000253.1	1495120	1495428	-	309	0	0	0	0	0	0
gene-SAOUHSC_01555	CP000253.1	1495425	1495772	-	348	0	0	0	0	0	0
gene-SAOUHSC_01556	CP000253.1	1495769	1496170	-	402	0	0	0	0	0	0
gene-SAOUHSC_01557	CP000253.1	1496173	1496379	-	207	0	0	0	0	0	0
gene-SAOUHSC_01558	CP000253.1	1496393	1496635	-	243	0	0	0	0	0	0
gene-SAOUHSC_01559	CP000253.1	1496650	1496850	-	201	0	0	0	0	0	0
gene-SAOUHSC_01560	CP000253.1	1496853	1497110	-	258	0	0	0	0	0	0
gene-SAOUHSC_01561	CP000253.1	1497110	1497511	-	402	0	0	0	0	0	0
gene-SAOUHSC_01562	CP000253.1	1497511	1497696	-	186	0	0	0	0	0	0
gene-SAOUHSC_01563	CP000253.1	1497709	1499661	-	1953	0	0	0	0	0	0
gene-SAOUHSC_01565	CP000253.1	1499730	1500287	-	558	0	0	0	0	0	0
gene-SAOUHSC_01566	CP000253.1	1500313	1501479	-	1167	0	0	0	0	0	0
gene-SAOUHSC_01567	CP000253.1	1501476	1501838	-	363	0	0	0	0	0	0
gene-SAOUHSC_01568	CP000253.1	1501853	1502176	-	324	0	0	0	0	0	0
gene-SAOUHSC_01569	CP000253.1	1502255	1502416	-	162	0	0	0	0	0	0
gene-SAOUHSC_01570	CP000253.1	1502429	1502692	-	264	0	0	0	0	0	0
gene-SAOUHSC_01571	CP000253.1	1502717	1502932	-	216	0	0	0	0	0	0
gene-SAOUHSC_01572	CP000253.1	1502987	1503352	+	366	0	0	0	0	0	0
gene-SAOUHSC_01573	CP000253.1	1503321	1503566	-	246	0	0	0	0	0	0
gene-SAOUHSC_01574	CP000253.1	1503582	1503845	-	264	0	0	0	0	0	0
gene-SAOUHSC_A01514	CP000253.1	1503842	1504015	-	174	0	0	0	0	0	0
gene-SAOUHSC_01575	CP000253.1	1503978	1504691	+	714	0	0	0	0	0	0
gene-SAOUHSC_01576	CP000253.1	1504707	1505639	+	933	0	0	0	0	0	0
gene-SAOUHSC_01577	CP000253.1	1505645	1505986	+	342	0	0	0	0	0	0
gene-SAOUHSC_01578	CP000253.1	1506145	1506372	+	228	0	0	0	0	0	0
gene-SAOUHSC_01579	CP000253.1	1506409	1506555	+	147	0	0	0	0	0	0
gene-SAOUHSC_01580	CP000253.1	1506552	1507166	-	615	0	0	0	0	0	0
gene-SAOUHSC_01582	CP000253.1	1507292	1508497	+	1206	0	0	0	0	0	0
gene-SAOUHSC_01583	CP000253.1	1508540	1510567	-	2028	2003	3315	2261	341	4634	4836
gene-SAOUHSC_01584	CP000253.1	1510560	1511429	-	870	705	1051	932	150	1200	1443
gene-SAOUHSC_01585	CP000253.1	1511734	1513485	-	1752	9176	7648	12469	1769	8201	9907
gene-SAOUHSC_01586	CP000253.1	1513466	1514191	-	726	7412	5485	7589	1423	5089	6652
gene-SAOUHSC_01587	CP000253.1	1514324	1515061	-	738	3170	3108	3778	663	3287	3967
gene-SAOUHSC_01588	CP000253.1	1515054	1515596	-	543	1081	1060	1239	218	1097	1444
gene-SAOUHSC_01589	CP000253.1	1515589	1516320	-	732	2948	1910	2692	265	2095	2641
gene-SAOUHSC_01590	CP000253.1	1516412	1516918	+	507	536	199	969	87	182	338
gene-SAOUHSC_01591	CP000253.1	1516996	1517883	-	888	2781	7142	3388	272	6082	7763
gene-SAOUHSC_01592	CP000253.1	1517932	1518381	-	450	3815	5676	3485	348	5103	7312
gene-SAOUHSC_01593	CP000253.1	1518486	1519028	-	543	783	314	976	88	261	352
gene-SAOUHSC_01594	CP000253.1	1519110	1520018	+	909	4016	1529	5017	637	1395	1754
gene-SAOUHSC_01595	CP000253.1	1520234	1520482	-	249	185	92	258	85	74	112
gene-SAOUHSC_01596	CP000253.1	1520498	1521253	-	756	853	242	879	87	224	368
gene-SAOUHSC_01597	CP000253.1	1521425	1522210	+	786	4146	2639	4911	670	2736	3559
gene-SAOUHSC_01598	CP000253.1	1522315	1523235	-	921	2780	947	2707	492	945	1480
gene-SAOUHSC_01599	CP000253.1	1523548	1525032	+	1485	37935	17413	40246	3751	12089	22268
gene-SAOUHSC_01600	CP000253.1	1525235	1526128	+	894	11777	9136	10401	826	7259	10378
gene-SAOUHSC_01601	CP000253.1	1526211	1527860	-	1650	1252	4836	1765	532	4172	6369
gene-SAOUHSC_01602	CP000253.1	1527876	1528895	-	1020	611	952	739	99	728	1172
gene-SAOUHSC_01603	CP000253.1	1528896	1529150	-	255	0	3	2	0	8	5
gene-SAOUHSC_01604	CP000253.1	1529089	1529460	-	372	6550	2398	8075	1797	1310	2578
gene-SAOUHSC_01605	CP000253.1	1529679	1531085	-	1407	27860	15868	26338	4818	11732	19271
gene-SAOUHSC_01606	CP000253.1	1531153	1532286	-	1134	3434	2825	4049	753	1908	3337
gene-SAOUHSC_01607	CP000253.1	1532549	1532728	+	180	68	24	87	19	21	28
gene-SAOUHSC_01608	CP000253.1	1532809	1532901	+	93	94	6	59	3	11	6
gene-SAOUHSC_01609	CP000253.1	1532855	1533835	-	981	2810	1788	3681	406	1781	2421
gene-SAOUHSC_01610	CP000253.1	1533849	1534286	-	438	1617	939	1963	550	756	1270
gene-SAOUHSC_01611	CP000253.1	1534637	1535911	-	1275	9332	14402	9137	1606	16536	23019
gene-SAOUHSC_01612	CP000253.1	1535924	1536907	-	984	5808	9060	6037	1309	9528	13686
gene-SAOUHSC_01613	CP000253.1	1536907	1537899	-	993	5431	8217	5262	1804	9259	13248
gene-SAOUHSC_01614	CP000253.1	1537915	1539336	-	1422	4965	8731	5329	1046	9038	12594
gene-SAOUHSC_01615	CP000253.1	1539487	1541166	-	1680	5129	5084	6648	924	5278	8381
gene-SAOUHSC_01617	CP000253.1	1541182	1541634	-	453	1492	708	1633	61	657	1294
gene-SAOUHSC_01618	CP000253.1	1542066	1542947	-	882	5263	4402	7383	1624	3976	5467
gene-SAOUHSC_01619	CP000253.1	1542925	1543155	-	231	1034	665	931	73	558	787
gene-SAOUHSC_01620	CP000253.1	1543148	1544485	-	1338	8635	5036	9106	1070	4213	5986
gene-SAOUHSC_01621	CP000253.1	1544502	1544891	-	390	5490	3210	6630	474	2753	3732
gene-SAOUHSC_01622	CP000253.1	1544951	1545313	-	363	3569	1853	4311	984	1639	2314
gene-SAOUHSC_01623	CP000253.1	1545328	1546683	-	1356	9572	5963	10712	2874	4912	6815
gene-SAOUHSC_01624	CP000253.1	1546683	1547147	-	465	4051	2613	4521	1262	1992	2803
gene-SAOUHSC_01625	CP000253.1	1547621	1548178	-	558	17573	8029	14971	2533	6740	9762
gene-SAOUHSC_01626	CP000253.1	1548204	1549265	-	1062	6154	1908	10128	1447	1504	2525
gene-SAOUHSC_01627	CP000253.1	1549370	1549951	+	582	3060	1266	3186	123	1492	2117
gene-SAOUHSC_01628	CP000253.1	1549965	1550183	+	219	681	324	657	51	394	555
gene-SAOUHSC_01629	CP000253.1	1550247	1551077	-	831	4037	2609	4374	1356	2827	4024
gene-SAOUHSC_01630	CP000253.1	1551235	1551621	+	387	4328	1991	4089	544	1650	2873
gene-SAOUHSC_01632	CP000253.1	1551986	1553458	-	1473	6659	3598	7596	2744	2641	4233
gene-SAOUHSC_01633	CP000253.1	1553451	1554797	-	1347	4770	2665	5736	839	1872	2763
gene-SAOUHSC_01634	CP000253.1	1554817	1555908	-	1092	2450	1136	3211	359	868	1402
gene-SAOUHSC_01635	CP000253.1	1556067	1556591	-	525	3509	1738	3881	261	985	1800
gene-SAOUHSC_01636	CP000253.1	1556581	1556727	-	147	0	2	3	2	0	1
gene-SAOUHSC_01637	CP000253.1	1556824	1557198	-	375	51	35	87	4	48	54
gene-SAOUHSC_01638	CP000253.1	1557239	1557559	-	321	57	56	61	2	41	75
gene-SAOUHSC_01639	CP000253.1	1557525	1557971	-	447	37	33	27	1	30	43
gene-SAOUHSC_01640	CP000253.1	1557949	1558260	-	312	27	22	38	4	35	42
gene-SAOUHSC_01641	CP000253.1	1558274	1559194	-	921	64	80	37	3	102	104
gene-SAOUHSC_01643	CP000253.1	1559316	1560290	-	975	94	141	80	7	151	227
gene-SAOUHSC_01644	CP000253.1	1560342	1560965	-	624	6836	3052	7114	913	2885	3935
gene-SAOUHSC_01645	CP000253.1	1560962	1561291	-	330	2369	1175	3157	325	1045	1222
gene-SAOUHSC_01646	CP000253.1	1561291	1562277	-	987	5715	2595	6015	2771	2262	2990
gene-SAOUHSC_01647	CP000253.1	1562274	1562477	-	204	497	175	681	62	196	180
gene-SAOUHSC_01648	CP000253.1	1562458	1562910	-	453	2018	727	2702	683	633	780
gene-SAOUHSC_01649	CP000253.1	1562911	1563921	-	1011	2738	810	3292	278	792	921
gene-SAOUHSC_01650	CP000253.1	1563933	1564472	-	540	1611	377	2480	219	353	464
gene-SAOUHSC_01651	CP000253.1	1564681	1564830	-	150	7308	4130	5073	326	3865	6276
gene-SAOUHSC_01652	CP000253.1	1564943	1567018	-	2076	10702	5563	10816	1653	3956	6128
gene-SAOUHSC_01653	CP000253.1	1567139	1567738	-	600	52531	26667	69234	9867	16554	27341
gene-SAOUHSC_01655	CP000253.1	1568014	1568424	-	411	698	1882	901	34	1662	2522
gene-SAOUHSC_01656	CP000253.1	1568411	1569274	-	864	1607	3980	1858	91	3326	5315
gene-SAOUHSC_01657	CP000253.1	1569316	1570101	-	786	1549	3671	1925	89	3256	5100
gene-SAOUHSC_01658	CP000253.1	1570227	1571117	-	891	8352	11829	10923	2166	12692	14597
gene-SAOUHSC_01659	CP000253.1	1571127	1572473	-	1347	9019	11680	11681	1620	11976	13773
gene-SAOUHSC_01660	CP000253.1	1572587	1573687	-	1101	6968	8342	7775	1321	6273	9146
gene-SAOUHSC_01661	CP000253.1	1573690	1574367	-	678	3564	4227	3998	419	3737	5150
gene-SAOUHSC_01662	CP000253.1	1574498	1575604	-	1107	22556	27379	17466	3633	22971	36567
gene-SAOUHSC_01663	CP000253.1	1575828	1577627	-	1800	13432	20734	11862	1511	20057	30007
gene-SAOUHSC_01664	CP000253.1	1577688	1578506	-	819	2763	1734	2781	469	1677	2427
gene-SAOUHSC_01665	CP000253.1	1578517	1579056	-	540	1554	780	1443	104	884	1243
gene-SAOUHSC_01666	CP000253.1	1579475	1580866	+	1392	74331	26268	69490	12896	18876	30320
gene-SAOUHSC_01667	CP000253.1	1581016	1581762	-	747	3050	3646	2986	468	3958	5082
gene-SAOUHSC_01668	CP000253.1	1581790	1582464	-	675	3056	3633	2996	282	3936	5278
gene-SAOUHSC_01669	CP000253.1	1582589	1582765	+	177	8	16	8	0	14	35
gene-SAOUHSC_01670	CP000253.1	1582690	1583094	-	405	1845	2019	1664	173	2169	3193
gene-SAOUHSC_01671	CP000253.1	1583105	1583449	-	345	856	643	802	51	892	1154
gene-SAOUHSC_01672	CP000253.1	1583452	1583919	-	468	2042	1952	2304	219	1830	2791
gene-SAOUHSC_01673	CP000253.1	1583920	1584867	-	948	4641	3164	5940	636	3080	4394
gene-SAOUHSC_01675	CP000253.1	1585171	1585869	-	699	28795	24892	34928	11909	19572	32814
gene-SAOUHSC_01676	CP000253.1	1585886	1586875	-	990	29630	23618	28101	8628	18742	32161
gene-SAOUHSC_01677	CP000253.1	1586893	1587576	-	684	17603	12589	15663	3186	10946	16825
gene-SAOUHSC_01678	CP000253.1	1587820	1587996	-	177	39597	26376	18590	3083	19452	32705
gene-SAOUHSC_01679	CP000253.1	1588289	1589635	-	1347	11355	12206	13853	2112	7782	10790
gene-SAOUHSC_01680	CP000253.1	1589642	1590394	-	753	2590	3639	3112	321	2419	3180
gene-SAOUHSC_01681	CP000253.1	1590396	1591334	-	939	10519	42405	5565	1127	29517	37793
gene-SAOUHSC_01682	CP000253.1	1591338	1592477	-	1140	9186	40440	5163	1395	26577	30330
gene-SAOUHSC_01683	CP000253.1	1592613	1594445	-	1833	111093	674727	25757	5851	450574	608212
gene-SAOUHSC_01684	CP000253.1	1594514	1595140	-	627	30176	192199	5868	195	128908	164774
gene-SAOUHSC_01685	CP000253.1	1595172	1596149	-	978	26499	126400	4263	211	105223	121548
gene-SAOUHSC_01686	CP000253.1	1596250	1597374	-	1125	907	1468	1121	210	1330	1659
gene-SAOUHSC_01687	CP000253.1	1597626	1597754	-	129	381	454	550	481	358	461
gene-SAOUHSC_01688	CP000253.1	1597937	1599760	-	1824	12096	9789	12155	2469	10947	13496
gene-SAOUHSC_01689	CP000253.1	1600106	1600357	+	252	10608	7820	11580	442	6251	8642
gene-SAOUHSC_01690	CP000253.1	1600402	1601376	-	975	1396	3076	1426	90	4314	4682
gene-SAOUHSC_01691	CP000253.1	1601433	1603580	-	2148	1220	785	1428	145	846	1077
gene-SAOUHSC_01692	CP000253.1	1603639	1604070	-	432	3519	1532	3976	416	988	1711
gene-SAOUHSC_01693	CP000253.1	1604192	1604878	-	687	762	591	959	112	482	683
gene-SAOUHSC_01694	CP000253.1	1604918	1605634	-	717	6139	3806	5979	585	3457	4888
gene-SAOUHSC_01695	CP000253.1	1605637	1605990	-	354	3889	2874	5397	894	2409	3296
gene-SAOUHSC_01696	CP000253.1	1605991	1606575	-	585	4867	2768	6257	1565	2175	2806
gene-SAOUHSC_01697	CP000253.1	1606565	1607134	-	570	2646	2136	3662	633	2023	2624
gene-SAOUHSC_01698	CP000253.1	1607137	1607427	-	291	703	514	685	48	470	614
gene-SAOUHSC_01699	CP000253.1	1607431	1608237	-	807	2040	1436	2236	280	1358	1856
gene-SAOUHSC_01700	CP000253.1	1608251	1609351	-	1101	3887	3113	4027	526	2696	3858
gene-SAOUHSC_01701	CP000253.1	1609352	1609879	-	528	1922	1546	2291	213	1442	1796
gene-SAOUHSC_01702	CP000253.1	1609899	1610585	-	687	2025	1373	2107	139	1143	1639
gene-SAOUHSC_01703	CP000253.1	1610631	1610792	-	162	3	2	17	1	2	1
gene-SAOUHSC_01704	CP000253.1	1610899	1611168	+	270	59	14	94	6	25	25
gene-SAOUHSC_01705	CP000253.1	1611370	1612074	-	705	181	259	309	29	229	374
gene-SAOUHSC_01706	CP000253.1	1612536	1613756	-	1221	1595	1406	2323	115	1269	1995
gene-SAOUHSC_01707	CP000253.1	1614045	1615274	-	1230	1432	1216	1998	126	899	1484
gene-SAOUHSC_01708	CP000253.1	1615287	1616039	-	753	849	735	1431	204	593	843
gene-SAOUHSC_01709	CP000253.1	1616039	1617400	-	1362	1738	1486	3594	503	913	1387
gene-SAOUHSC_01710	CP000253.1	1617414	1617863	-	450	440	251	915	53	175	250
gene-SAOUHSC_01711	CP000253.1	1617865	1618779	-	915	1331	573	2151	273	343	572
gene-SAOUHSC_01712	CP000253.1	1618865	1619566	-	702	1196	416	1811	316	182	331
gene-SAOUHSC_01714	CP000253.1	1619925	1620401	-	477	9330	7317	9392	891	6743	9390
gene-SAOUHSC_01715	CP000253.1	1620429	1621052	-	624	6531	6288	8155	1358	5247	7074
gene-SAOUHSC_01716	CP000253.1	1621052	1622320	-	1269	7043	7467	6572	1715	6259	8567
gene-SAOUHSC_01717	CP000253.1	1622332	1623255	-	924	2928	3665	3279	429	2798	3943
gene-SAOUHSC_01718	CP000253.1	1623258	1623896	-	639	956	793	983	34	871	1088
gene-SAOUHSC_01719	CP000253.1	1624181	1624489	-	309	9638	4605	12756	4059	4782	6201
gene-SAOUHSC_01720	CP000253.1	1624504	1624932	-	429	10848	5287	20443	3919	4811	5769
gene-SAOUHSC_01721	CP000253.1	1624936	1625196	-	261	9023	3167	13660	1485	3025	4142
gene-SAOUHSC_01722	CP000253.1	1625259	1627889	-	2631	12969	5554	16098	4571	6628	7301
gene-SAOUHSC_01723	CP000253.1	1628232	1630709	-	2478	2787	3989	3224	469	4039	5186
gene-SAOUHSC_01724	CP000253.1	1630711	1631379	-	669	524	383	673	51	338	450
gene-SAOUHSC_01725	CP000253.1	1631841	1632614	-	774	6853	7279	7178	1727	5977	8713
gene-SAOUHSC_01726	CP000253.1	1632623	1632925	-	303	1892	1804	2348	357	1662	2356
gene-SAOUHSC_01727	CP000253.1	1632959	1634101	-	1143	9521	8015	12911	1622	6905	9357
gene-SAOUHSC_01728	CP000253.1	1634413	1635426	+	1014	1168	763	1097	192	634	1329
gene-SAOUHSC_01729	CP000253.1	1635663	1635809	-	147	48600	9722	86408	6284	10124	12368
gene-SAOUHSC_01730	CP000253.1	1635849	1636031	-	183	25032	6721	49624	3143	5221	8427
gene-SAOUHSC_01732	CP000253.1	1636204	1636554	-	351	4591	2056	8022	2258	1896	2848
gene-SAOUHSC_01733	CP000253.1	1636551	1636727	-	177	123	164	55	6	116	216
gene-SAOUHSC_01734	CP000253.1	1636666	1637913	+	1248	8666	5687	8964	1268	4582	6567
gene-SAOUHSC_01735	CP000253.1	1638074	1638847	-	774	5807	3391	4757	433	2190	3700
gene-SAOUHSC_01736	CP000253.1	1638847	1638975	-	129	184	104	135	58	115	166
gene-SAOUHSC_01737	CP000253.1	1639308	1641074	-	1767	5883	2973	8282	1999	2601	3449
gene-SAOUHSC_01738	CP000253.1	1641090	1642352	-	1263	1612	895	2129	301	820	1034
gene-SAOUHSC_01739	CP000253.1	1642813	1643688	-	876	7289	2862	11153	870	2537	3675
gene-SAOUHSC_01741	CP000253.1	1643685	1644137	-	453	4262	1676	5157	884	1243	1841
gene-SAOUHSC_01742	CP000253.1	1644149	1646338	-	2190	20712	7116	27746	4511	6094	8819
gene-SAOUHSC_01743	CP000253.1	1646766	1647284	-	519	3260	3033	3117	524	3939	5056
gene-SAOUHSC_01744	CP000253.1	1647306	1649579	-	2274	4456	5298	4664	422	6877	8677
gene-SAOUHSC_01746	CP000253.1	1649782	1652001	-	2220	16190	9566	17512	1922	9308	12353
gene-SAOUHSC_01747	CP000253.1	1652336	1652596	-	261	5964	3555	5229	473	2695	4153
gene-SAOUHSC_01748	CP000253.1	1652615	1653754	-	1140	6328	7493	8888	1437	5984	7768
gene-SAOUHSC_01749	CP000253.1	1653777	1654802	-	1026	3899	6241	6016	1045	5221	6284
gene-SAOUHSC_01750	CP000253.1	1654804	1655808	-	1005	5381	7142	8084	2426	5804	7171
gene-SAOUHSC_01751	CP000253.1	1655840	1656442	-	603	3579	3782	4941	408	3202	4077
gene-SAOUHSC_01752	CP000253.1	1656456	1656911	-	456	3017	2465	2144	312	1742	2429
gene-SAOUHSC_01753	CP000253.1	1656924	1658216	-	1293	11262	11462	16369	3363	8953	11549
gene-SAOUHSC_01755	CP000253.1	1658571	1658855	-	285	28730	54812	31801	12364	47572	57259
gene-SAOUHSC_01756	CP000253.1	1658867	1659187	-	321	15322	28909	19296	3123	28722	32309
gene-SAOUHSC_01757	CP000253.1	1659193	1659501	-	309	40496	75434	81510	11881	72546	76692
gene-SAOUHSC_01758	CP000253.1	1659668	1660198	-	531	1699	3335	1221	107	3987	4313
gene-SAOUHSC_01759	CP000253.1	1660198	1661040	-	843	4827	11281	5337	336	12000	13107
gene-SAOUHSC_01760	CP000253.1	1661240	1661359	-	120	2832	21037	3111	218	28329	30806
gene-SAOUHSC_01761	CP000253.1	1661433	1661906	-	474	5336	32657	6383	235	48149	48840
gene-SAOUHSC_01762	CP000253.1	1662380	1662664	-	285	1634	1691	1347	87	1761	2413
gene-SAOUHSC_01763	CP000253.1	1662732	1663388	-	657	108	1042	123	42	1486	1746
gene-SAOUHSC_01764	CP000253.1	1663415	1664122	-	708	60	114	41	6	136	156
gene-SAOUHSC_01765	CP000253.1	1664224	1664334	+	111	48	139	29	1	373	302
gene-SAOUHSC_01766	CP000253.1	1664392	1665663	-	1272	41916	12579	50443	7391	9649	13426
gene-SAOUHSC_01767	CP000253.1	1665676	1668306	-	2631	53750	17110	65627	11232	12435	16608
